	dir chrom start end
Glyma01g06630 + Gm01 6987258 6990503
Glyma01g06640 - Gm01 6992054 6994923
Glyma01g06660 - Gm01 7007418 7011432
Glyma01g06670 - Gm01 7036388 7036727
Glyma01g06680 + Gm01 7074748 7078586
Glyma01g06690 - Gm01 7089276 7091428
Glyma01g06700 - Gm01 7094079 7096867
Glyma01g06710 + Gm01 7103679 7104222
Glyma01g06720 - Gm01 7128696 7130769
Glyma01g06730 - Gm01 7131267 7140406
Glyma01g06740 - Gm01 7146704 7148195
Glyma01g06750 - Gm01 7149404 7152674
Glyma01g06760 - Gm01 7156773 7157596
Glyma01g06770 - Gm01 7194017 7194395
Glyma01g06780 + Gm01 7195655 7201708
Glyma01g06790 - Gm01 7202445 7203729
Glyma01g06800 + Gm01 7209866 7212349
Glyma01g06810 - Gm01 7213010 7215663
Glyma01g06820 - Gm01 7217138 7219354
Glyma01g06830 + Gm01 7247665 7249147
Glyma01g06840 - Gm01 7250239 7254864
Glyma01g06850 - Gm01 7274602 7274840
Glyma01g06860 - Gm01 7278176 7280376
Glyma01g06870 + Gm01 7343379 7350844
Glyma01g06880 - Gm01 7358281 7360770
Glyma01g06890 + Gm01 7384641 7384804
Glyma01g06900 + Gm01 7411530 7413037
Glyma01g06920 + Gm01 7419681 7420869
Glyma01g06930 + Gm01 7422554 7427691
Glyma01g06940 - Gm01 7432287 7432551
Glyma01g06950 + Gm01 7433960 7434193
Glyma01g06960 - Gm01 7447029 7447639
Glyma01g06970 - Gm01 7479457 7482231
Glyma01g06980 - Gm01 7497549 7505720
Glyma01g06990 + Gm01 7501632 7502000
Glyma01g07000 - Gm01 7543508 7544071
Glyma01g07010 + Gm01 7546213 7550408
Glyma01g07020 + Gm01 7562683 7570208
Glyma01g07030 + Gm01 7570645 7570914
Glyma01g07040 - Gm01 7573359 7574858
Glyma01g07050 + Gm01 7591470 7591978
Glyma01g07060 - Gm01 7606031 7608993
Glyma01g07070 + Gm01 7614430 7618123
Glyma01g07080 - Gm01 7621976 7623559
Glyma01g07090 - Gm01 7623170 7627610
Glyma01g07100 + Gm01 7645753 7648115
Glyma01g07110 - Gm01 7657905 7664304
Glyma01g07120 - Gm01 7694116 7700064
Glyma01g07130 - Gm01 7726783 7727143
Glyma01g07140 - Gm01 7746923 7748789
Glyma01g07150 + Gm01 7755457 7755710
Glyma01g07160 - Gm01 7762359 7764033
Glyma01g07170 + Gm01 7777406 7778068
Glyma01g07180 + Gm01 7778507 7781147
Glyma01g07190 - Gm01 7781337 7786604
Glyma01g07200 + Gm01 7787610 7788886
Glyma01g07210 + Gm01 7792416 7793774
Glyma01g07220 - Gm01 7794037 7794422
Glyma01g07230 - Gm01 7797690 7798197
Glyma01g07240 - Gm01 7804469 7804874
Glyma01g07250 - Gm01 7806025 7806966
Glyma01g07260 + Gm01 7837558 7838256
Glyma01g07270 - Gm01 7851341 7852705
Glyma01g07280 + Gm01 7862644 7863916
Glyma01g07290 + Gm01 7898344 7899056
Glyma01g07300 + Gm01 7958923 7960473
Glyma01g07310 + Gm01 7961185 7963298
Glyma01g07320 + Gm01 7976529 7977694
Glyma01g07330 + Gm01 8013550 8013840
Glyma01g07340 - Gm01 8029249 8029473
Glyma01g07350 + Gm01 8032581 8034400
Glyma01g07360 + Gm01 8045243 8045668
Glyma01g07370 + Gm01 8073306 8073984
Glyma01g07380 - Gm01 8076527 8077680
Glyma01g07390 + Gm01 8081994 8087005
Glyma01g07400 - Gm01 8182613 8184915
Glyma01g07410 + Gm01 8192611 8192844
Glyma01g07420 + Gm01 8199511 8200774
Glyma01g07430 - Gm01 8224287 8225416
Glyma01g07440 + Gm01 8234588 8235279
Glyma01g07460 - Gm01 8270650 8271146
Glyma01g07470 - Gm01 8280605 8281872
Glyma01g07480 - Gm01 8281902 8282020
Glyma01g07490 - Gm01 8282560 8282645
Glyma01g07500 - Gm01 8288473 8290635
Glyma01g07510 + Gm01 8309473 8310777
Glyma01g07520 + Gm01 8311873 8312034
Glyma01g07530 + Gm01 8321564 8330922
Glyma01g07540 + Gm01 8340510 8341038
Glyma01g07550 + Gm01 8344907 8347552
Glyma01g07560 - Gm01 8381507 8383326
Glyma01g07570 - Gm01 8384963 8385372
Glyma01g07580 + Gm01 8387252 8389245
Glyma01g07590 - Gm01 8400830 8401458
Glyma01g07600 + Gm01 8410027 8411417
Glyma01g07610 - Gm01 8416921 8421913
Glyma01g07620 + Gm01 8420429 8420873
Glyma01g07630 - Gm01 8423231 8424642
Glyma01g07640 + Gm01 8426289 8428341
Glyma01g07670 + Gm01 8441098 8455098
Glyma01g07680 + Gm01 8471448 8478350
Glyma01g07690 - Gm01 8483155 8485605
Glyma01g07700 + Gm01 8512978 8513507
Glyma01g07710 - Gm01 8519976 8522495
Glyma01g07720 + Gm01 8523673 8524854
Glyma01g07730 + Gm01 8525818 8527005
Glyma01g07740 - Gm01 8529970 8532007
Glyma01g07750 - Gm01 8556887 8558191
Glyma01g07760 - Gm01 8559222 8559670
Glyma01g07770 + Gm01 8571188 8576615
Glyma01g07780 - Gm01 8580279 8584156
Glyma01g07790 + Gm01 8586907 8588736
Glyma01g07800 - Gm01 8594371 8595670
Glyma01g07810 + Gm01 8643850 8644003
Glyma01g07830 - Gm01 8649665 8649780
Glyma01g07840 - Gm01 8650105 8650258
Glyma01g07850 - Gm01 8651346 8653157
Glyma01g07860 + Gm01 8667869 8673416
Glyma01g07870 - Gm01 8724026 8724765
Glyma01g07880 - Gm01 8775304 8775489
Glyma01g07890 + Gm01 8782351 8792969
Glyma01g07900 - Gm01 8789098 8789493
Glyma01g07910 + Gm01 8839192 8842932
Glyma01g07920 + Gm01 8869448 8869768
Glyma01g07930 + Gm01 8874870 8878203
Glyma01g07940 - Gm01 8910587 8913189
Glyma01g07970 + Gm01 8936939 8942562
Glyma01g07980 + Gm01 8947344 8949970
Glyma01g07990 - Gm01 8951290 8952109
Glyma01g08000 + Gm01 8978293 8979672
Glyma01g08010 - Gm01 8998373 9000056
Glyma01g08020 + Gm01 9000211 9000616
Glyma01g08030 + Gm01 9017790 9019447
Glyma01g08040 - Gm01 9021984 9028701
Glyma01g08050 - Gm01 9039090 9040890
Glyma01g08060 - Gm01 9053818 9057050
Glyma01g08070 - Gm01 9109519 9110540
Glyma01g08080 - Gm01 9174594 9175815
Glyma01g08100 + Gm01 9248865 9249095
Glyma01g08110 + Gm01 9307822 9308824
Glyma01g08120 + Gm01 9326506 9328889
Glyma01g08130 + Gm01 9331755 9344852
Glyma01g08140 + Gm01 9440436 9440573
Glyma01g08150 + Gm01 9446877 9451343
Glyma01g08160 + Gm01 9477389 9477713
Glyma01g08170 + Gm01 9481426 9482107
Glyma01g08180 + Gm01 9506408 9506554
Glyma01g08190 - Gm01 9522353 9523459
Glyma01g08200 + Gm01 9526258 9529687
Glyma01g08210 - Gm01 9533321 9536203
Glyma01g08220 - Gm01 9536831 9538925
Glyma01g08230 - Gm01 9575343 9581882
Glyma01g08240 + Gm01 9634387 9635713
Glyma01g08250 - Gm01 9636626 9636940
Glyma01g08260 - Gm01 9642175 9645158
Glyma01g08270 - Gm01 9655825 9655983
Glyma01g08280 - Gm01 9657843 9658139
Glyma01g08490 + Gm01 9806094 9807930
Glyma01g08500 - Gm01 9817203 9818910
Glyma01g08510 + Gm01 9837339 9837524
Glyma01g08520 + Gm01 9844640 9845428
Glyma01g08530 + Gm01 9914211 9914309
Glyma01g08540 + Gm01 9915227 9919543
Glyma01g08550 - Gm01 9931335 9932823
Glyma01g08560 + Gm01 9947513 9949519
Glyma01g08570 - Gm01 9970324 9971633
Glyma01g08580 + Gm01 9980345 9985994
Glyma01g08590 - Gm01 10000986 10002412
Glyma01g08600 - Gm01 10022261 10027613
Glyma01g08610 + Gm01 10032096 10036502
Glyma01g08620 + Gm01 10051790 10061263
Glyma01g08640 + Gm01 10086790 10090352
Glyma01g08650 + Gm01 10091139 10091905
Glyma01g08660 + Gm01 10119186 10120156
Glyma01g08680 - Gm01 10136465 10136603
Glyma01g08690 - Gm01 10142746 10144504
Glyma01g08700 - Gm01 10146219 10146990
Glyma01g08710 - Gm01 10222048 10222179
Glyma01g08720 - Gm01 10223478 10224467
Glyma01g08730 - Gm01 10289042 10290519
Glyma01g08740 - Gm01 10293702 10294522
Glyma01g08760 - Gm01 10356000 10357514
Glyma01g08770 - Gm01 10370724 10371384
Glyma01g08970 - Gm01 10477936 10478035
Glyma01g08980 + Gm01 10505294 10510229
Glyma01g08990 - Gm01 10557119 10557500
Glyma01g09000 - Gm01 10570988 10572412
Glyma01g09010 - Gm01 10577947 10583567
Glyma01g09020 + Gm01 10590747 10591050
Glyma01g09030 + Gm01 10599999 10601505
Glyma01g09040 + Gm01 10601639 10602621
Glyma01g09050 + Gm01 10604007 10605800
Glyma01g09060 - Gm01 10652153 10654135
Glyma01g09070 - Gm01 10656708 10656920
Glyma01g09080 + Gm01 10684102 10685370
Glyma01g09100 - Gm01 10692135 10693222
Glyma01g09110 + Gm01 10699964 10700371
Glyma01g09120 + Gm01 10765527 10768523
Glyma01g09130 - Gm01 10794901 10795433
Glyma01g09140 + Gm01 10846034 10850303
Glyma01g09150 + Gm01 10857970 10858491
Glyma01g09160 + Gm01 10877299 10879491
Glyma01g09170 - Gm01 10878051 10878524
Glyma01g09180 - Gm01 10905140 10906187
Glyma01g09190 - Gm01 10916163 10919505
Glyma01g09200 + Gm01 10930559 10932891
Glyma01g09210 - Gm01 10954297 10955763
Glyma01g09220 - Gm01 10985818 10988848
Glyma01g09230 + Gm01 11035215 11036063
Glyma01g09240 + Gm01 11057062 11057157
Glyma01g09270 - Gm01 11125264 11126479
Glyma01g09280 + Gm01 11172271 11173776
Glyma01g09290 - Gm01 11208622 11216003
Glyma01g09300 - Gm01 11244672 11247213
Glyma01g09310 + Gm01 11247864 11256951
Glyma01g09320 + Gm01 11275590 11276803
Glyma01g09330 + Gm01 11289310 11290117
Glyma01g09340 + Gm01 11290153 11290409
Glyma01g09350 - Gm01 11295044 11296578
Glyma01g09360 + Gm01 11308186 11312645
Glyma01g09370 + Gm01 11366596 11369482
Glyma01g09380 - Gm01 11366634 11366900
Glyma01g09400 - Gm01 11464436 11467765
Glyma01g09410 - Gm01 11467959 11468655
Glyma01g09420 + Gm01 11495254 11502859
Glyma01g09430 + Gm01 11507784 11529583
Glyma01g09450 + Gm01 11550503 11550637
Glyma01g09460 + Gm01 11555184 11555823
Glyma01g09470 + Gm01 11560214 11561128
Glyma01g09480 + Gm01 11575478 11576125
Glyma01g09490 + Gm01 11603434 11604115
Glyma01g09500 - Gm01 11608788 11608970
Glyma01g09510 + Gm01 11675530 11676200
Glyma01g09520 + Gm01 11695694 11701477
Glyma01g09530 + Gm01 11703242 11703468
Glyma01g09540 - Gm01 11708035 11708550
Glyma01g09550 + Gm01 11709431 11711652
Glyma01g09560 - Gm01 11738402 11738872
Glyma01g09570 - Gm01 11809958 11820736
Glyma01g09580 - Gm01 11849560 11850658
Glyma01g09590 - Gm01 11884962 11885218
Glyma01g09600 + Gm01 11900543 11900982
Glyma01g09610 + Gm01 11903075 11904819
Glyma01g09620 - Gm01 11916862 11920298
Glyma01g09630 + Gm01 11934523 11935024
Glyma01g09640 + Gm01 11967215 11968478
Glyma01g09650 + Gm01 11971140 11973977
Glyma01g09660 + Gm01 11996513 12008039
Glyma01g09860 - Gm01 12384415 12385443
Glyma01g09870 - Gm01 12421326 12422569
Glyma01g09880 - Gm01 12472280 12473900
Glyma01g09890 + Gm01 12526995 12527371
Glyma01g09900 + Gm01 12528793 12537191
Glyma01g09920 - Gm01 12588418 12590126
Glyma01g09930 - Gm01 12598390 12598699
Glyma01g09940 - Gm01 12614501 12615257
Glyma01g09950 - Gm01 12628446 12628790
Glyma01g09960 - Gm01 12628966 12630356
Glyma01g09970 - Gm01 12634598 12634854
Glyma01g09980 - Gm01 12635494 12636254
Glyma01g09990 - Gm01 12637275 12639765
Glyma01g10000 - Gm01 12640464 12641552
Glyma01g10010 - Gm01 12683195 12683311
Glyma01g10020 - Gm01 12684032 12684864
Glyma01g10040 + Gm01 12744692 12746402
Glyma01g10050 + Gm01 12763526 12763757
Glyma01g10060 + Gm01 12803638 12806519
Glyma01g10070 + Gm01 12865328 12865580
Glyma01g10080 + Gm01 12865758 12866819
Glyma01g10090 - Gm01 12870304 12870537
Glyma01g10100 + Gm01 12916814 12920968
Glyma01g10110 + Gm01 12996175 12997151
Glyma01g10120 - Gm01 13009086 13010193
Glyma01g10130 + Gm01 13028343 13028616
Glyma01g10140 - Gm01 13046156 13046765
Glyma01g10150 + Gm01 13058279 13059499
Glyma01g10160 - Gm01 13068386 13070514
Glyma01g10170 - Gm01 13094703 13095739
Glyma01g10180 + Gm01 13162595 13164199
Glyma01g10190 - Gm01 13167074 13167173
Glyma01g10200 - Gm01 13263123 13265215
Glyma01g10210 - Gm01 13296016 13296216
Glyma01g10220 - Gm01 13314089 13315606
Glyma01g10230 + Gm01 13321633 13322033
Glyma01g10240 - Gm01 13325599 13327645
Glyma01g10250 - Gm01 13339382 13339524
Glyma01g10260 + Gm01 13340012 13340188
Glyma01g10270 + Gm01 13355410 13355695
Glyma01g10280 + Gm01 13356446 13358501
Glyma01g10290 + Gm01 13359288 13359581
Glyma01g10300 + Gm01 13361148 13361249
Glyma01g10310 - Gm01 13364332 13365195
Glyma01g10320 + Gm01 13365717 13365849
Glyma01g10330 + Gm01 13392880 13394538
Glyma01g10340 + Gm01 13416288 13418127
Glyma01g10350 + Gm01 13419675 13420937
Glyma01g10360 + Gm01 13427841 13427932
Glyma01g10370 + Gm01 13433671 13435086
Glyma01g10380 + Gm01 13441537 13444781
Glyma01g10390 - Gm01 13444507 13445181
Glyma01g10400 + Gm01 13520260 13522086
Glyma01g10600 - Gm01 13781574 13783142
Glyma01g10610 - Gm01 13796261 13799090
Glyma01g10810 + Gm01 13951264 13952384
Glyma01g10820 - Gm01 13954453 13954701
Glyma01g10830 + Gm01 13967660 13967866
Glyma01g10840 + Gm01 13981465 13987428
Glyma01g10850 + Gm01 14071552 14077044
Glyma01g10860 - Gm01 14072039 14072368
Glyma01g10870 + Gm01 14087119 14087384
Glyma01g10880 + Gm01 14112318 14118455
Glyma01g10890 - Gm01 14126850 14127884
Glyma01g10900 + Gm01 14129407 14130528
Glyma01g10910 - Gm01 14142087 14143201
Glyma01g11110 - Gm01 14247406 14248150
Glyma01g11120 + Gm01 14263906 14266991
Glyma01g11130 + Gm01 14320978 14323891
Glyma01g11140 - Gm01 14407391 14409166
Glyma01g11150 + Gm01 14414678 14416454
Glyma01g11160 + Gm01 14438837 14440777
Glyma01g11170 + Gm01 14481942 14485689
Glyma01g11180 + Gm01 14568545 14568804
Glyma01g11190 - Gm01 14596835 14598636
Glyma01g11390 - Gm01 14807048 14809552
Glyma01g11590 + Gm01 14937306 14937704
Glyma01g11600 - Gm01 14938867 14938977
Glyma01g11610 + Gm01 14940061 14940375
Glyma01g11630 - Gm01 14949657 14950809
Glyma01g11640 + Gm01 14972950 14973780
Glyma01g11650 + Gm01 15031211 15031464
Glyma01g11660 - Gm01 15075253 15076526
Glyma01g11670 - Gm01 15084079 15085776
Glyma01g11870 - Gm01 15195054 15195879
Glyma01g11880 - Gm01 15204412 15204519
Glyma01g11890 - Gm01 15210561 15212450
Glyma01g11900 + Gm01 15215644 15219007
Glyma01g12110 - Gm01 15393577 15395245
Glyma01g12310 + Gm01 15500344 15500913
Glyma01g12320 - Gm01 15504013 15505017
Glyma01g12330 + Gm01 15505166 15505279
Glyma01g12340 - Gm01 15542237 15548235
Glyma01g12540 + Gm01 15739028 15740268
Glyma01g12740 + Gm01 15937352 15939710
Glyma01g12940 + Gm01 16088033 16088902
Glyma01g12950 - Gm01 16090427 16096801
Glyma01g12960 + Gm01 16105135 16105530
Glyma01g12970 - Gm01 16134863 16135967
Glyma01g13170 - Gm01 16335494 16339061
Glyma01g13180 + Gm01 16388274 16388807
Glyma01g13380 - Gm01 16721619 16721759
Glyma01g13390 - Gm01 16722785 16724403
Glyma01g13400 - Gm01 16727754 16728455
Glyma01g13410 + Gm01 16732924 16733715
Glyma01g13420 + Gm01 16745579 16746310
Glyma01g13430 - Gm01 16827663 16847408
Glyma01g13450 - Gm01 16862036 16865064
Glyma01g13460 - Gm01 16940728 16941766
Glyma01g13660 - Gm01 17045279 17048412
Glyma01g13670 + Gm01 17048450 17049838
Glyma01g13680 + Gm01 17066551 17067991
Glyma01g13890 - Gm01 17299246 17299386
Glyma01g13900 + Gm01 17306383 17308242
Glyma01g13910 + Gm01 17309816 17315868
Glyma01g13930 - Gm01 17320003 17321677
Glyma01g13950 + Gm01 17440838 17465713
Glyma01g13960 - Gm01 17481649 17482043
Glyma01g14160 + Gm01 17627819 17629242
Glyma01g14170 + Gm01 17635689 17639364
Glyma01g14380 - Gm01 17933188 17933687
Glyma01g14390 - Gm01 17954885 17957594
Glyma01g14400 + Gm01 17978629 17979998
Glyma01g14410 - Gm01 17979871 17979954
Glyma01g14420 + Gm01 18007147 18008662
Glyma01g14440 + Gm01 18018877 18033098
Glyma01g14480 - Gm01 18042210 18046025
Glyma01g14490 - Gm01 18080558 18080875
Glyma01g14500 + Gm01 18131136 18132608
Glyma01g14700 + Gm01 18301001 18301356
Glyma01g14740 + Gm01 18319876 18320517
Glyma01g14800 + Gm01 18360048 18373453
Glyma01g15000 + Gm01 18507578 18509017
Glyma01g15010 + Gm01 18517588 18518263
Glyma01g15020 + Gm01 18526972 18530227
Glyma01g15220 - Gm01 18637358 18639218
Glyma01g15420 + Gm01 18961416 18962440
Glyma01g15430 + Gm01 18996438 18996894
Glyma01g15630 + Gm01 19254221 19255152
Glyma01g15830 - Gm01 19474811 19475521
Glyma01g15840 - Gm01 19569545 19570546
Glyma01g15850 - Gm01 19627267 19627545
Glyma01g15860 + Gm01 19642646 19643505
Glyma01g15870 + Gm01 19661850 19662640
Glyma01g15880 + Gm01 19663842 19663978
Glyma01g15890 + Gm01 19665813 19667073
Glyma01g15900 + Gm01 19696640 19698002
Glyma01g15910 - Gm01 19730989 19731342
Glyma01g15920 + Gm01 19789481 19790340
Glyma01g15930 + Gm01 19794054 19799805
Glyma01g15940 + Gm01 19834762 19835236
Glyma01g16140 + Gm01 20041428 20043637
Glyma01g16150 + Gm01 20048611 20050292
Glyma01g16350 + Gm01 20214883 20214981
Glyma01g16360 - Gm01 20233419 20235339
Glyma01g16370 + Gm01 20243682 20254006
Glyma01g16380 + Gm01 20341166 20355433
Glyma01g16390 - Gm01 20367187 20368604
Glyma01g16400 - Gm01 20371491 20371728
Glyma01g16600 - Gm01 20473942 20491718
Glyma01g16610 - Gm01 20495446 20507301
Glyma01g16620 + Gm01 20541790 20556795
Glyma01g16820 + Gm01 20713570 20720620
Glyma01g16830 + Gm01 20810139 20813558
Glyma01g17030 + Gm01 21012029 21014330
Glyma01g17230 - Gm01 21160301 21162372
Glyma01g17240 - Gm01 21234297 21235181
Glyma01g17250 - Gm01 21241778 21242024
Glyma01g17260 - Gm01 21302499 21302664
Glyma01g17270 + Gm01 21302633 21304238
Glyma01g17290 - Gm01 21433507 21433950
Glyma01g17300 - Gm01 21447442 21448447
Glyma01g17310 + Gm01 21455319 21457796
Glyma01g17330 + Gm01 21487884 21490599
Glyma01g17340 - Gm01 21537131 21546153
Glyma01g17350 - Gm01 21602622 21603874
Glyma01g17360 - Gm01 21676939 21678151
Glyma01g17560 + Gm01 21841913 21842016
Glyma01g17570 - Gm01 21875079 21876555
Glyma01g17580 + Gm01 21886663 21888077
Glyma01g17590 + Gm01 21937385 21937864
Glyma01g17600 + Gm01 21956779 21956896
Glyma01g17610 - Gm01 21970591 21970731
Glyma01g17810 + Gm01 22076206 22078220
Glyma01g17820 + Gm01 22078446 22078832
Glyma01g17830 - Gm01 22081842 22082683
Glyma01g17840 - Gm01 22104897 22105337
Glyma01g17850 - Gm01 22130182 22136985
Glyma01g17860 - Gm01 22142295 22144010
Glyma01g17870 - Gm01 22202506 22210215
Glyma01g17880 + Gm01 22222122 22222908
Glyma01g17890 - Gm01 22223504 22223706
Glyma01g18090 + Gm01 22454500 22454893
Glyma01g18100 - Gm01 22484222 22487040
Glyma01g18300 - Gm01 22651607 22658364
Glyma01g18310 - Gm01 22684623 22685691
Glyma01g18320 - Gm01 22688820 22689601
Glyma01g18520 + Gm01 22790319 22793132
Glyma01g18720 + Gm01 23133966 23135939
Glyma01g18730 - Gm01 23141102 23141767
Glyma01g18740 - Gm01 23149154 23149353
Glyma01g18750 + Gm01 23174178 23175287
Glyma01g18760 - Gm01 23245850 23247254
Glyma01g18770 + Gm01 23280774 23280976
Glyma01g18780 - Gm01 23303982 23305403
Glyma01g18980 - Gm01 23422319 23422751
Glyma01g18990 - Gm01 23424892 23425203
Glyma01g19190 + Gm01 23533866 23541129
Glyma01g19200 + Gm01 23587070 23590144
Glyma01g19400 - Gm01 23799407 23824069
Glyma01g19410 + Gm01 23836864 23848417
Glyma01g19420 + Gm01 23910736 23912206
Glyma01g19820 + Gm01 24220946 24226698
Glyma01g20020 + Gm01 24388758 24390375
Glyma01g20030 + Gm01 24392354 24404288
Glyma01g20230 - Gm01 24590398 24594254
Glyma01g20430 - Gm01 24801460 24809420
Glyma01g20440 - Gm01 24841315 24841536
Glyma01g20450 + Gm01 24851462 24852544
Glyma01g20460 - Gm01 24945870 24950893
Glyma01g20660 + Gm01 25140598 25141304
Glyma01g20670 + Gm01 25147644 25157097
Glyma01g20680 - Gm01 25163727 25169426
Glyma01g20700 + Gm01 25222529 25227920
Glyma01g20710 + Gm01 25241904 25246494
Glyma01g20720 + Gm01 25343314 25345506
Glyma01g20740 - Gm01 25402791 25405947
Glyma01g20750 - Gm01 25433661 25434857
Glyma01g20760 + Gm01 25500852 25509154
Glyma01g20770 - Gm01 25508506 25509815
Glyma01g20780 + Gm01 25559866 25561782
Glyma01g20790 + Gm01 25566887 25569085
Glyma01g20800 + Gm01 25570233 25572118
Glyma01g20810 + Gm01 25641110 25648469
Glyma01g20820 + Gm01 25649947 25650840
Glyma01g20830 - Gm01 25658425 25658810
Glyma01g20840 - Gm01 25664660 25668075
Glyma01g20850 - Gm01 25675116 25675422
Glyma01g20860 + Gm01 25711818 25714084
Glyma01g20870 - Gm01 25714769 25716758
Glyma01g20880 - Gm01 25779824 25779962
Glyma01g20890 + Gm01 25786387 25787919
Glyma01g20900 - Gm01 25807520 25813462
Glyma01g20910 + Gm01 25867402 25867807
Glyma01g20920 + Gm01 25867822 25870459
Glyma01g20930 - Gm01 25921045 25921257
Glyma01g20940 - Gm01 25966668 25967048
Glyma01g20950 + Gm01 26043796 26048530
Glyma01g20970 - Gm01 26110761 26112664
Glyma01g20980 + Gm01 26203786 26205703
Glyma01g20990 + Gm01 26217589 26219171
Glyma01g21000 - Gm01 26227618 26228265
Glyma01g21010 - Gm01 26230588 26232212
Glyma01g21020 - Gm01 26234727 26237259
Glyma01g21220 - Gm01 26337794 26340647
Glyma01g21230 - Gm01 26358971 26359463
Glyma01g21240 - Gm01 26361654 26362394
Glyma01g21250 - Gm01 26362573 26362716
Glyma01g21270 - Gm01 26380097 26392377
Glyma01g21480 - Gm01 26542533 26543925
Glyma01g21490 - Gm01 26560411 26560615
Glyma01g21500 - Gm01 26596310 26599861
Glyma01g21510 - Gm01 26672736 26676901
Glyma01g21520 + Gm01 26675130 26675940
Glyma01g21530 - Gm01 26738538 26739700
Glyma01g21540 + Gm01 26740712 26741148
Glyma01g21550 + Gm01 26757938 26758089
Glyma01g21560 - Gm01 26768902 26769117
Glyma01g21570 + Gm01 26771298 26774049
Glyma01g21580 + Gm01 26814404 26816960
Glyma01g21590 + Gm01 26883579 26885938
Glyma01g21600 + Gm01 26910874 26911684
Glyma01g21610 + Gm01 26916566 26916709
Glyma01g21620 + Gm01 26918445 26921076
Glyma01g21630 - Gm01 26936773 26938129
Glyma01g21640 - Gm01 26982737 26983298
Glyma01g21650 + Gm01 27033155 27034352
Glyma01g21660 - Gm01 27034015 27042113
Glyma01g21670 - Gm01 27053556 27054783
Glyma01g21680 - Gm01 27082540 27086891
Glyma01g21710 - Gm01 27124069 27134363
Glyma01g21720 + Gm01 27147031 27147216
Glyma01g21730 - Gm01 27161566 27161713
Glyma01g21740 + Gm01 27169276 27170811
Glyma01g21750 + Gm01 27176600 27176723
Glyma01g21760 - Gm01 27176753 27177540
Glyma01g21770 + Gm01 27186614 27188002
Glyma01g21780 + Gm01 27188712 27190582
Glyma01g21790 + Gm01 27193610 27195324
Glyma01g21800 - Gm01 27201959 27202509
Glyma01g21810 + Gm01 27224258 27226060
Glyma01g21840 - Gm01 27239775 27243644
Glyma01g21850 + Gm01 27260148 27260424
Glyma01g21860 + Gm01 27264457 27264735
Glyma01g21870 - Gm01 27283471 27283944
Glyma01g21880 + Gm01 27339434 27340504
Glyma01g21890 + Gm01 27368816 27370510
Glyma01g21900 - Gm01 27377291 27379907
Glyma01g21910 - Gm01 27410003 27411115
Glyma01g21920 + Gm01 27444384 27445484
Glyma01g22120 + Gm01 27654312 27655883
Glyma01g22130 + Gm01 27672642 27672872
Glyma01g22140 - Gm01 27681953 27683222
Glyma01g22150 + Gm01 27740894 27741090
Glyma01g22160 - Gm01 27743828 27745095
Glyma01g22170 - Gm01 27746482 27751523
Glyma01g22180 - Gm01 27781684 27784987
Glyma01g22200 - Gm01 27830233 27835386
Glyma01g22210 - Gm01 27837984 27840530
Glyma01g22220 - Gm01 27891766 27892432
Glyma01g22230 - Gm01 27935216 27935993
Glyma01g22250 - Gm01 27953045 27958686
Glyma01g22260 - Gm01 27963671 27965271
Glyma01g22270 + Gm01 27976261 27976395
Glyma01g22470 - Gm01 28104987 28116904
Glyma01g22480 + Gm01 28151479 28153189
Glyma01g22490 + Gm01 28188838 28194453
Glyma01g22500 + Gm01 28205868 28206470
Glyma01g22510 - Gm01 28236528 28241614
Glyma01g22520 + Gm01 28269780 28269992
Glyma01g22530 - Gm01 28337014 28340169
Glyma01g22540 - Gm01 28392175 28396012
Glyma01g22550 - Gm01 28414990 28415418
Glyma01g22560 - Gm01 28417822 28418977
Glyma01g22570 - Gm01 28447320 28447502
Glyma01g22580 - Gm01 28513352 28526490
Glyma01g22590 + Gm01 28523478 28524183
Glyma01g22600 + Gm01 28536124 28539838
Glyma01g22610 + Gm01 28541133 28543329
Glyma01g22620 - Gm01 28543695 28552570
Glyma01g22630 - Gm01 28589471 28597504
Glyma01g22640 - Gm01 28637042 28637798
Glyma01g22650 - Gm01 28639532 28642787
Glyma01g22660 + Gm01 28683465 28683947
Glyma01g22670 + Gm01 28699816 28704230
